GUID,ARTIST,TRACK,AIRTIME
591b8a6f-c401-4c3d-86f7-70f8ab65ca10,Bad Religion,21st Century (Digital Boy),2022-07-06T10:55:22+02:00
b25ca979-5e38-43f3-0fc3-6e3c81e47a90,Lou Gramm,Midnight Blue,2022-07-06T10:51:49+02:00
7b0e7cc8-a252-4cbd-b9d1-a4af760a0f72,Nickelback,Home,2022-07-06T10:48:04+02:00
8ef5a496-1b9e-4bb2-58d7-1f1ebcba3943,The Police,So Lonely,2022-07-06T10:43:26+02:00
cd5ace19-1feb-4d4e-6cfe-a4c044a05bf3,Red Hot Chili Peppers,Black Summer,2022-07-06T10:38:27+02:00
5b49e3b4-cab9-4ac0-d4b4-0f405a32eaf2,Philip Bailey & Phil Collins,Easy Lover,2022-07-06T10:33:31+02:00
941d7267-dccd-4bb2-d1ba-e46b6418f756,Emil Bulls,Take On Me,2022-07-06T10:30:36+02:00
9c4e18d8-4a9c-46c2-53af-bd05ce4fe5b3,Black Star Riders,Bound for Glory,2022-07-06T10:23:04+02:00
eb01533d-ab1c-4b9b-27ea-58434680ffc1,Boston,Amanda,2022-07-06T10:18:16+02:00
8a72753a-576c-4ea1-eff9-8c1f33866689,Broilers,Die Beste aller Zeiten,2022-07-06T10:15:13+02:00
ee0ab7b8-6b32-4272-49a9-9912b521492b,The Black Crowes,Twice As Hard,2022-07-06T10:10:14+02:00
24fe5c87-6ea7-453e-5534-c4a52affb515,Fury In the Slaughterhouse,Good Day To Remember,2022-07-06T10:06:24+02:00
a08021e7-1cc4-43aa-6dfd-c4c9eb600b32,Simple Minds,Don't You (Forget About Me),2022-07-06T10:02:15+02:00
b6790ed9-644b-414a-a451-bf6e1558b72c,Autograph,Turn Up the Radio,2022-07-06T09:54:37+02:00
71b226c4-d644-475a-a8c4-38429ad00dea,Buckcherry,All Night Long,2022-07-06T09:50:41+02:00
c8eef7a0-59a7-494a-2cc2-d658579da60c,Foo Fighters,My Hero,2022-07-06T09:46:34+02:00
58ff2917-a267-4174-7866-1fd04ba9a6b1,Falling In Reverse,I'm Not a Vampire,2022-07-06T09:42:43+02:00
afa4d8cf-1142-4035-c0ff-3513de886a44,Whitesnake,Is This Love,2022-07-06T09:37:32+02:00
de53de7a-5ba6-4236-7d28-95e77a622f5c,Weezer,Buddy Holly,2022-07-06T09:34:47+02:00
3e724d73-7017-489f-52e0-c7fe55c375f5,Mando Diao,Frustration,2022-07-06T09:32:20+02:00
efee484a-5645-4f80-ede9-460de4635513,The Who,My Generation (Shel Talmy Stereo Version),2022-07-06T09:24:16+02:00
163fef0b-059c-4079-d76c-3abe16f29aca,REO Speedwagon,Keep On Loving You,2022-07-06T09:20:57+02:00
971a2677-7eb1-4a55-9ce2-717a2dee5fb7,Bruce Springsteen,Ghosts,2022-07-06T09:16:54+02:00
253db682-81bc-4e8a-0c25-87a965a687c6,Smash Mouth,All Star,2022-07-06T09:13:41+02:00
73fec314-6961-4fd9-1757-8467b32c367e,Steel Panther,Just Like Tiger Woods,2022-07-06T09:09:17+02:00
0cd5d133-91d8-41cc-db56-fa0b126f28f9,Queen,Another One Bites the Dust,2022-07-06T09:05:41+02:00
2723b107-1ae6-418b-2a35-cfc70eb3dd14,Royal Republic,Diggin' It,2022-07-06T09:02:52+02:00
07fc0668-0612-43b7-8e5c-62edabbdf1fe,Melissa Etheridge,Bring Me Some Water,2022-07-06T08:54:35+02:00
ea9448ce-4f04-49bf-27e7-354dabbb06c3,Biffy Clyro,Friends and Enemies,2022-07-06T08:50:16+02:00
77b79a8d-9c47-42af-366a-da5229e1abcd,Rose Tattoo,Rock 'N' Roll Outlaw,2022-07-06T08:45:16+02:00
f2bb746c-fe8b-4f92-802f-8c557175f0f8,Fall Out Boy,Thnks fr th Mmrs,2022-07-06T08:42:01+02:00
e82dc667-254e-4cb8-35a6-a77f61bf9f79,INXS,Beautiful Girl,2022-07-06T08:37:08+02:00
e1f82ede-986a-4f1c-7305-863f16192691,Def Leppard,Kick,2022-07-06T08:33:28+02:00
a59553f4-6dbc-4524-320c-43430746cf4e,Rogers,Mittelfinger für immer,2022-07-06T08:23:05+02:00
00abbb5c-03b0-4f46-691d-adff459c9136,Sammy Hagar,I Can't Drive 55,2022-07-06T08:19:02+02:00
bf966a05-25ed-4ad6-2502-fc4afe4761e6,A Day to Remember,All Signs Point To Lauderdale,2022-07-06T08:15:03+02:00
77ae2687-8140-49c0-b3fa-9e236ac4b17d,Bush,Swallowed,2022-07-06T08:10:13+02:00
aa7cd63e-7921-42ea-5720-59274b8dbe54,Eddie Money & Ronnie Spector,Take Me Home Tonight (Be My Baby),2022-07-06T08:05:08+02:00
5ae944d0-6b4f-49d7-ccf6-ff7c181205ea,My Chemical Romance,Na Na Na (Na Na Na Na Na Na Na Na Na),2022-07-06T08:01:55+02:00
f4f4dc50-e5e4-4f9e-bd94-3d422b783a7d,Cold Years,Good as Hell,2022-07-06T07:54:57+02:00
a9317bbe-5832-4dbb-386f-27af46ac3c9d,Billy Joel,A Matter Of Trust,2022-07-06T07:49:31+02:00
10cfec42-0d2e-4ce8-a20e-ce56436727cf,Nickelback,This Afternoon,2022-07-06T07:45:13+02:00
b6634c0a-0c86-4a4d-521d-675dbbea77fd,Bryan Adams,Somebody,2022-07-06T07:38:55+02:00
eb34c2ba-4bfb-4f79-124b-746df8518506,Volbeat,Temple Of Ekur,2022-07-06T07:34:39+02:00
109a2f17-5f46-4d88-1f83-4d87639808b9,Greta Van Fleet,"My Way, Soon",2022-07-06T07:23:57+02:00
bea734df-de5e-441d-e1e9-13a5d5fc05c3,Metallica,Nothing Else Matters,2022-07-06T07:17:39+02:00
a145b65d-52d8-41c2-e94e-821e5ba345d5,Three Days Grace,The Mountain,2022-07-06T07:13:36+02:00
c7273924-c86b-45cd-c470-ddc7008140ac,blink-182,What's My Age Again?,2022-07-06T07:10:34+02:00
6a12f2d4-0b11-492a-deeb-7934db3f88b7,Beatsteaks,Gentleman of the Year,2022-07-06T07:05:28+02:00
f54141f7-eb9c-48e6-6480-59bcb1ad60ae,Joan Jett & The Blackhearts,I Love Rock 'N Roll,2022-07-06T07:02:35+02:00
65e4706b-d4b4-456b-f4ae-75e64946f2b2,Liquido,Narcotic,2022-07-06T06:55:07+02:00
56c7ea9b-236d-4d76-754f-e2d13987ec6a,D-A-D,Sleeping My Day Away,2022-07-06T06:50:47+02:00
1b9aeed5-3a2e-4eaf-943b-03688c3459a7,Black Star Riders,Finest Hour,2022-07-06T06:47:06+02:00
2f9b45f7-5570-4934-330d-ba9bed7bf736,Santana,Black Magic Woman,2022-07-06T06:42:55+02:00
