GUID,ARTIST,TRACK,AIRTIME
807d9aef-eac9-45fe-2441-ae1405d19a45,"Ion Miles, SiraOne, BHZ",Powerade,2022-07-06T11:20:21+02:00
96049e8a-96c8-4489-2e1c-ae60ee928cdc,Grossstadtgeflüster,Feierabend,2022-07-06T11:10:54+02:00
ed0666a6-53b3-4627-ffad-184ce20401c7,Kwabs,Walk,2022-07-06T11:07:17+02:00
6aac90b6-d624-46b1-088a-192da855c457,Axwell Λ Ingrosso,More Than You Know,2022-07-06T11:03:20+02:00
99e3db3f-66bc-4fa3-068c-fea511de78ff,Tate McRae,she's all i wanna be,2022-07-06T10:59:33+02:00
13d7d98f-d939-43e9-e1c8-381277ac6f3b,Ed Sheeran,Afterglow,2022-07-06T10:56:22+02:00
1b0911d4-cb89-45ac-1e60-56b990947061,Imagine Dragons,Sharks,2022-07-06T10:52:15+02:00
001cdeb0-e988-4ae8-5334-6a90ba6051b2,Alligatoah,Nachbeben,2022-07-06T10:48:48+02:00
ace57c1e-9f3d-44de-1873-9030a617039a,Mando Diao,Dance With Somebody,2022-07-06T10:39:25+02:00
d196998c-18b9-4ae4-5e0a-c1d3b0af9cb7,OneRepublic,West Coast,2022-07-06T10:35:26+02:00
63f9afad-4800-4b81-39cb-a5ea0e8d6522,Marteria,Scotty beam mich hoch,2022-07-06T10:31:29+02:00
11ed60c5-538d-44be-5982-1a2f3f1e8385,Måneskin,Supermodel,2022-07-06T10:28:40+02:00
dcce3ef1-c59b-48e5-76a7-974d5cd719ec,Ava Max,My Head & My Heart,2022-07-06T10:25:49+02:00
df535018-e8d6-4481-4d68-22828a8dd097,Shawn Mendes & Camila Cabello,Señorita,2022-07-06T10:21:42+02:00
13b3b050-b53a-4402-60ba-29236f17921f,SDP x Clueso,Die schönsten Tage,2022-07-06T10:18:17+02:00
4321f07c-7067-4e58-5bea-c18c9581364b,Sigala,Easy Love,2022-07-06T10:10:09+02:00
f7f6f7ce-8351-4d5e-7a07-b73f405e7c79,RIN,Alien,2022-07-06T10:06:50+02:00
5aa51d74-551d-44b0-7a0f-b3e2edcde0b6,Calvin Harris x Dua Lipa x Young Thug,Potion,2022-07-06T10:03:28+02:00
53f4fa95-a316-479c-fe75-78ece81e5181,Alice Merton,Easy,2022-07-06T09:59:17+02:00
c3c861cc-e5f7-4e08-ea21-d2063a36d717,Liam Payne & J Balvin,Familiar,2022-07-06T09:55:28+02:00
7790106a-2ee2-4bfe-a5dc-5d5b0e350e89,Bausa,Frühling im Viertel,2022-07-06T09:50:59+02:00
85e0baf9-e2be-40c7-7621-479f62fc5f2c,Black Eyed Peas x Shakira x David Guetta,Don't You Worry,2022-07-06T09:47:54+02:00
b679156c-2e8a-4ba4-0ea5-71daa772907a,Jack Harlow,First Class,2022-07-06T09:37:28+02:00
fc74197b-2ecf-4157-e67f-bb7d785395ff,Portugal. The Man,Feel It Still,2022-07-06T09:34:47+02:00
a84bd69d-56a4-463f-28cb-0b82b73390d4,Deichkind,Denken Sie groß,2022-07-06T09:31:38+02:00
c9fa7c93-befc-4927-5a3f-9be23d74ec73,Felix Jaehn,Do It Better (feat. Zoe Wees),2022-07-06T09:27:48+02:00
b75968c8-11d9-481a-a687-6aed37144683,Ofenbach & Nick Waterhouse,Katchi,2022-07-06T09:25:20+02:00
624c35a9-515b-4d7e-3920-a12594f1ab70,Mark Forster,Übermorgen,2022-07-06T09:21:37+02:00
39665684-c891-4e90-6cec-4abbc0f0f38c,Miksu / Macloud & T-Low,Sehnsucht,2022-07-06T09:18:27+02:00
735897d8-3b85-4861-c8c8-49fb0fdbd5ca,G-Eazy,Sober (feat. Charlie Puth),2022-07-06T09:09:15+02:00
cc929df7-1e95-4624-f19c-ee8d5ef02c8c,The Kid LAROI,Thousand Miles,2022-07-06T09:06:33+02:00
eab1f95b-3558-41f6-7be5-75b9a75b3731,Danger Dan & Max Herre,Mir kann nichts passieren,2022-07-06T09:03:54+02:00
58b8fad1-9c42-43bd-06aa-8346fc8b1794,Ava Max,Maybe You’re The Problem,2022-07-06T08:59:51+02:00
6fc03851-d43a-416d-dc7b-f0f643ed0cf2,twenty one pilots,Shy Away,2022-07-06T08:56:21+02:00
4df4a011-dfb1-4c10-658d-a93f09c142c8,Jason Derulo,Slidin' (feat. Kodak Black),2022-07-06T08:52:48+02:00
8cd3798d-a8f2-4bec-794c-5e887639e812,GAYLE,abcdefu,2022-07-06T08:50:02+02:00
5ffc96fa-714a-493a-44be-d8fd51fcce28,Imany,Don't Be So Shy (Filatov & Karas Remix),2022-07-06T08:40:28+02:00
bdc80654-2f59-4316-1c04-ed415172c69c,Kontra K,Oder nicht,2022-07-06T08:36:48+02:00
