GUID,ARTIST,TRACK,AIRTIME
beb9939e-6aaa-4153-bcdc-4bd0dd03e838,Madonna,The Power of Good-Bye,2022-07-06T09:39:44+02:00
2aecd08a-b655-4188-1bbf-9d2f28d69b5e,Alanis Morissette,Ironic,2022-07-06T09:36:11+02:00
13d4e837-3db9-445c-c87d-189b84982c6a,Right Said Fred,Don't Talk Just Kiss,2022-07-06T09:33:15+02:00
6be89670-8954-4dc8-5f09-9ced286a8fdd,B*Witched,Blame It On the Weatherman,2022-07-06T09:30:01+02:00
e91e285b-7e06-44a4-d607-b172013a1f57,U96,Club Bizzare,2022-07-06T09:25:21+02:00
b563207c-5bce-4c3f-46b9-666745a1ecf9,Soul Asylum,Runaway Train,2022-07-06T09:21:17+02:00
d742599f-94bb-409f-abcc-471fe8d80e8f,B.G. The Prince of Rap,The Colour of My Dreams,2022-07-06T09:16:54+02:00
0b010966-143a-4f3c-93af-6681b309b6de,Seal,Kiss from a Rose,2022-07-06T09:11:51+02:00
e223ddcc-c1af-4d04-9710-f03270caffcb,Michael Jackson,Black Or White,2022-07-06T09:08:14+02:00
42985efa-761d-4123-4476-ac7021f90e14,Echt,Du trägst keine Liebe in dir,2022-07-06T09:04:36+02:00
8ba9e2fc-a7cb-454c-0dc0-0a9ad9ddaf08,NANA,Lonely,2022-07-06T09:00:35+02:00
19a494d6-08df-46d8-32f7-c0a85768e33d,Captain Hollywood Project,More and More,2022-07-06T08:54:23+02:00
10b6448e-4531-43b6-2bc2-e4237f88a24b,Londonbeat,I've Been Thinking About You,2022-07-06T08:50:09+02:00
91865e35-8e4a-425d-3238-d66fdc7d2828,TQ,Westside,2022-07-06T08:46:21+02:00
2b677a60-4e74-4fa6-295c-535f88472889,East 17,Thunder,2022-07-06T08:41:59+02:00
f00448bf-a217-49aa-3173-e6bec8e066f1,Color Me Badd,I Wanna Sex You Up,2022-07-06T08:38:08+02:00
a0116f4e-2e17-46ea-052f-9537bd34ef52,Whigfield,Saturday Night,2022-07-06T08:34:21+02:00
d6d38694-68bf-4910-7a5d-f55661e6722e,*NSYNC,Tearin' Up My Heart,2022-07-06T08:31:01+02:00
e8b7f1d7-633b-4a58-d2ff-1b6103f5e86a,Adamski,Killer,2022-07-06T08:26:04+02:00
6df2fbb6-9749-4cd3-b053-eeeb1b815a3f,Sixpence None the Richer,Kiss Me,2022-07-06T08:22:41+02:00
e81b5542-83f1-49c7-074f-73ecc2ce6f01,Jennifer Lopez,Waiting for Tonight,2022-07-06T08:18:11+02:00
1fdb5a93-4589-4086-fe4b-e66679d17d8e,Take That & Lulu,Relight My Fire,2022-07-06T08:13:22+02:00
d267a142-e940-4ec2-28c3-954b956e9502,Snap!,Rhythm Is a Dancer,2022-07-06T08:09:34+02:00
